model,repeat,arm,total_items,evaluated_items,error_runs,skipped_missing_prediction,skipped_no_reference,exact_best_matches,exact_best_match_rate,no_relation_best_matches,tp,fp,fn,precision,recall,micro_f1,position_sensitive_tp,position_sensitive_fp,position_sensitive_fn,position_sensitive_precision,position_sensitive_recall,position_sensitive_micro_f1
google/gemma-3-4b-it,5,context_pos,362,356,6,6,0,85,0.23876404494382023,15,237,573,102,0.29259259259259257,0.6991150442477876,0.412532637075718,140,670,181,0.1728395061728395,0.43613707165109034,0.2475685234305924
google/gemma-3-4b-it,5,additive_pos,362,356,6,6,0,60,0.16853932584269662,15,249,818,92,0.23336457357075913,0.7302052785923754,0.3536931818181818,108,959,208,0.10121836925960637,0.34177215189873417,0.1561822125813449
openai/gpt-5.4,1,baseline,362,362,0,0,0,242,0.6685082872928176,79,276,125,71,0.6882793017456359,0.7953890489913544,0.7379679144385026,218,183,115,0.543640897755611,0.6546546546546547,0.5940054495912807
openai/gpt-5.4,1,additive_verbs,362,362,0,0,0,229,0.6325966850828729,79,276,153,71,0.6433566433566433,0.7953890489913544,0.711340206185567,218,211,115,0.5081585081585082,0.6546546546546547,0.5721784776902887
openai/gpt-5.4,1,all_verbs,362,362,0,0,0,229,0.6325966850828729,79,262,139,84,0.6533665835411472,0.7572254335260116,0.7014725568942436,205,196,126,0.5112219451371571,0.6193353474320241,0.5601092896174863
openai/gpt-5.4,1,context_pos,362,362,0,0,0,233,0.643646408839779,79,266,135,79,0.6633416458852868,0.7710144927536232,0.7131367292225201,208,193,123,0.5187032418952618,0.6283987915407855,0.5683060109289617
openai/gpt-5.4,1,additive_pos,362,362,0,0,0,232,0.6408839779005525,79,277,142,70,0.6610978520286396,0.7982708933717579,0.7232375979112271,218,201,115,0.5202863961813843,0.6546546546546547,0.5797872340425532
openai/gpt-5.4,2,baseline,362,362,0,0,0,235,0.649171270718232,77,276,126,71,0.6865671641791045,0.7953890489913544,0.7369826435246996,216,186,117,0.5373134328358209,0.6486486486486487,0.5877551020408164
openai/gpt-5.4,2,additive_verbs,362,362,0,0,0,224,0.6187845303867403,77,276,152,71,0.6448598130841121,0.7953890489913544,0.712258064516129,216,212,117,0.5046728971962616,0.6486486486486487,0.5676741130091985
openai/gpt-5.4,2,all_verbs,362,362,0,0,0,224,0.6187845303867403,77,262,140,84,0.6517412935323383,0.7572254335260116,0.7005347593582888,203,199,128,0.5049751243781094,0.6132930513595166,0.5538881309686221
openai/gpt-5.4,2,context_pos,362,362,0,0,0,227,0.6270718232044199,77,267,135,78,0.664179104477612,0.7739130434782608,0.714859437751004,207,195,124,0.5149253731343284,0.6253776435045317,0.5648021828103683
openai/gpt-5.4,2,additive_pos,362,362,0,0,0,226,0.6243093922651933,77,277,141,70,0.6626794258373205,0.7982708933717579,0.7241830065359477,216,202,117,0.5167464114832536,0.6486486486486487,0.5752330226364847
openai/gpt-5.4,3,baseline,362,362,0,0,0,241,0.6657458563535912,79,276,121,69,0.6952141057934509,0.8,0.7439353099730458,217,180,115,0.5465994962216625,0.6536144578313253,0.5953360768175583
openai/gpt-5.4,3,additive_verbs,362,362,0,0,0,231,0.638121546961326,79,276,144,69,0.6571428571428571,0.8,0.7215686274509804,217,203,115,0.5166666666666667,0.6536144578313253,0.5771276595744681
openai/gpt-5.4,3,all_verbs,362,362,0,0,0,231,0.638121546961326,79,265,132,80,0.6675062972292192,0.7681159420289855,0.7142857142857143,206,191,125,0.5188916876574308,0.622356495468278,0.5659340659340659
openai/gpt-5.4,3,context_pos,362,362,0,0,0,234,0.6464088397790055,79,268,129,76,0.6750629722921915,0.7790697674418605,0.7233468286099866,209,188,122,0.5264483627204031,0.6314199395770392,0.5741758241758241
openai/gpt-5.4,3,additive_pos,362,362,0,0,0,233,0.643646408839779,79,277,136,68,0.6707021791767555,0.8028985507246377,0.7308707124010554,217,196,115,0.5254237288135594,0.6536144578313253,0.5825503355704698
openai/gpt-5.4,4,baseline,362,362,0,0,0,242,0.6685082872928176,79,280,129,66,0.684596577017115,0.8092485549132948,0.7417218543046358,216,193,116,0.5281173594132029,0.6506024096385542,0.582995951417004
openai/gpt-5.4,4,additive_verbs,362,362,0,0,0,231,0.638121546961326,79,281,156,66,0.6430205949656751,0.8097982708933718,0.7168367346938775,216,221,116,0.494279176201373,0.6506024096385542,0.5617685305591678
openai/gpt-5.4,4,all_verbs,362,362,0,0,0,232,0.6408839779005525,79,267,142,78,0.6528117359413202,0.7739130434782608,0.7082228116710876,205,204,126,0.5012224938875306,0.6193353474320241,0.5540540540540541
openai/gpt-5.4,4,context_pos,362,362,0,0,0,234,0.6464088397790055,79,271,138,74,0.6625916870415648,0.7855072463768116,0.7188328912466844,207,202,124,0.5061124694376528,0.6253776435045317,0.5594594594594594
openai/gpt-5.4,4,additive_pos,362,362,0,0,0,233,0.643646408839779,79,281,145,66,0.6596244131455399,0.8097982708933718,0.7270375161707633,216,210,116,0.5070422535211268,0.6506024096385542,0.5699208443271768
openai/gpt-5.4,5,baseline,362,362,0,0,0,237,0.6546961325966851,80,279,128,66,0.6855036855036855,0.808695652173913,0.7420212765957447,214,193,115,0.5257985257985258,0.6504559270516718,0.5815217391304348
openai/gpt-5.4,5,additive_verbs,362,362,0,0,0,225,0.6215469613259669,80,279,160,66,0.6355353075170843,0.808695652173913,0.7117346938775511,214,225,115,0.4874715261958998,0.6504559270516718,0.5572916666666666
openai/gpt-5.4,5,all_verbs,362,362,0,0,0,225,0.6215469613259669,80,263,144,81,0.6461916461916462,0.7645348837209303,0.7003994673768309,200,207,127,0.4914004914004914,0.6116207951070336,0.5449591280653951
openai/gpt-5.4,5,context_pos,362,362,0,0,0,228,0.6298342541436464,80,267,140,76,0.6560196560196561,0.7784256559766763,0.712,203,204,124,0.4987714987714988,0.6207951070336392,0.553133514986376
openai/gpt-5.4,5,additive_pos,362,362,0,0,0,228,0.6298342541436464,80,279,145,66,0.6580188679245284,0.808695652173913,0.7256176853055917,214,210,115,0.5047169811320755,0.6504559270516718,0.5683930942895087
openai/gpt-5.4-mini,1,baseline,362,362,0,0,0,161,0.4447513812154696,47,242,242,102,0.5,0.7034883720930233,0.5845410628019324,185,299,150,0.3822314049586777,0.5522388059701493,0.4517704517704518
openai/gpt-5.4-mini,1,additive_verbs,362,362,0,0,0,150,0.4143646408839779,47,267,339,80,0.4405940594059406,0.7694524495677233,0.5603357817418678,185,421,150,0.30528052805280526,0.5522388059701493,0.3931987247608927
openai/gpt-5.4-mini,1,all_verbs,362,362,0,0,0,166,0.4585635359116022,47,248,236,96,0.512396694214876,0.7209302325581395,0.5990338164251208,190,294,145,0.3925619834710744,0.5671641791044776,0.463980463980464
openai/gpt-5.4-mini,1,context_pos,362,362,0,0,0,174,0.48066298342541436,47,263,221,81,0.5433884297520661,0.7645348837209303,0.6352657004830918,203,281,133,0.4194214876033058,0.6041666666666666,0.4951219512195122
openai/gpt-5.4-mini,1,additive_pos,362,362,0,0,0,156,0.430939226519337,47,275,322,72,0.46063651591289784,0.792507204610951,0.5826271186440678,185,412,150,0.3098827470686767,0.5522388059701493,0.3969957081545064
openai/gpt-5.4-mini,2,baseline,362,362,0,0,0,171,0.4723756906077348,46,255,236,96,0.5193482688391039,0.7264957264957265,0.6057007125890737,194,297,149,0.395112016293279,0.565597667638484,0.46522781774580335
openai/gpt-5.4-mini,2,additive_verbs,362,362,0,0,0,159,0.43922651933701656,46,282,333,75,0.4585365853658537,0.7899159663865546,0.5802469135802469,194,421,149,0.3154471544715447,0.565597667638484,0.40501043841336115
openai/gpt-5.4-mini,2,all_verbs,362,362,0,0,0,174,0.48066298342541436,46,266,225,88,0.5417515274949084,0.751412429378531,0.6295857988165681,201,290,142,0.4093686354378819,0.5860058309037901,0.48201438848920863
openai/gpt-5.4-mini,2,context_pos,362,362,0,0,0,182,0.5027624309392266,46,280,211,74,0.570264765784114,0.7909604519774012,0.6627218934911243,212,279,132,0.4317718940936864,0.6162790697674418,0.5077844311377245
openai/gpt-5.4-mini,2,additive_pos,362,362,0,0,0,166,0.4585635359116022,46,289,314,68,0.4792703150912106,0.8095238095238095,0.6020833333333333,194,409,149,0.32172470978441126,0.565597667638484,0.41014799154334036
openai/gpt-5.4-mini,3,baseline,362,362,0,0,0,166,0.4585635359116022,49,241,233,105,0.5084388185654009,0.6965317919075145,0.5878048780487805,188,286,149,0.39662447257383965,0.5578635014836796,0.4636251541307028
openai/gpt-5.4-mini,3,additive_verbs,362,362,0,0,0,157,0.43370165745856354,49,268,329,81,0.4489112227805695,0.7679083094555874,0.5665961945031712,188,409,149,0.3149078726968174,0.5578635014836796,0.4025695931477516
openai/gpt-5.4-mini,3,all_verbs,362,362,0,0,0,175,0.48342541436464087,49,253,221,94,0.5337552742616034,0.729106628242075,0.6163215590742996,198,276,140,0.4177215189873418,0.5857988165680473,0.4876847290640394
openai/gpt-5.4-mini,3,context_pos,362,362,0,0,0,179,0.494475138121547,49,262,212,84,0.5527426160337553,0.7572254335260116,0.6390243902439025,204,270,134,0.43037974683544306,0.6035502958579881,0.5024630541871922
openai/gpt-5.4-mini,3,additive_pos,362,362,0,0,0,161,0.4447513812154696,49,273,309,76,0.4690721649484536,0.7822349570200573,0.5864661654135338,188,394,149,0.3230240549828179,0.5578635014836796,0.4091403699673558
openai/gpt-5.4-mini,4,baseline,362,362,0,0,0,166,0.4585635359116022,46,239,234,104,0.5052854122621564,0.6967930029154519,0.5857843137254902,186,287,148,0.39323467230443976,0.5568862275449101,0.46096654275092935
openai/gpt-5.4-mini,4,additive_verbs,362,362,0,0,0,156,0.430939226519337,46,264,339,83,0.43781094527363185,0.760806916426513,0.5557894736842105,186,417,148,0.30845771144278605,0.5568862275449101,0.39701173959445035
openai/gpt-5.4-mini,4,all_verbs,362,362,0,0,0,169,0.46685082872928174,46,248,225,97,0.5243128964059197,0.7188405797101449,0.6063569682151589,193,280,142,0.4080338266384778,0.5761194029850746,0.4777227722772277
openai/gpt-5.4-mini,4,context_pos,362,362,0,0,0,175,0.48342541436464087,46,259,214,84,0.547568710359408,0.7551020408163265,0.6348039215686274,200,273,134,0.42283298097251587,0.5988023952095808,0.49566294919454773
openai/gpt-5.4-mini,4,additive_pos,362,362,0,0,0,161,0.4447513812154696,46,270,328,76,0.451505016722408,0.7803468208092486,0.5720338983050848,186,412,148,0.3110367892976589,0.5568862275449101,0.39914163090128757
openai/gpt-5.4-mini,5,baseline,362,362,0,0,0,170,0.4696132596685083,46,250,241,94,0.5091649694501018,0.7267441860465116,0.5988023952095808,194,297,139,0.395112016293279,0.5825825825825826,0.470873786407767
openai/gpt-5.4-mini,5,additive_verbs,362,362,0,0,0,158,0.43646408839779005,46,274,342,73,0.4448051948051948,0.7896253602305475,0.569055036344756,194,422,139,0.31493506493506496,0.5825825825825826,0.4088514225500527
openai/gpt-5.4-mini,5,all_verbs,362,362,0,0,0,171,0.4723756906077348,46,255,236,89,0.5193482688391039,0.7412790697674418,0.6107784431137725,198,293,132,0.40325865580448067,0.6,0.4823386114494519
openai/gpt-5.4-mini,5,context_pos,362,362,0,0,0,179,0.494475138121547,46,268,223,76,0.5458248472505092,0.7790697674418605,0.6419161676646706,209,282,122,0.4256619144602851,0.6314199395770392,0.5085158150851582
openai/gpt-5.4-mini,5,additive_pos,362,362,0,0,0,165,0.4558011049723757,46,280,327,67,0.4612850082372323,0.8069164265129684,0.5870020964360587,195,412,140,0.3212520593080725,0.582089552238806,0.4140127388535032
openai/gpt-oss-20b,1,baseline,362,361,1,1,0,198,0.5484764542936288,71,209,142,118,0.5954415954415955,0.6391437308868502,0.616519174041298,167,184,154,0.4757834757834758,0.5202492211838006,0.49702380952380953
openai/gpt-oss-20b,1,additive_verbs,362,361,1,1,0,188,0.5207756232686981,71,226,194,104,0.5380952380952381,0.6848484848484848,0.6026666666666667,167,253,154,0.3976190476190476,0.5202492211838006,0.4507422402159244
openai/gpt-oss-20b,1,all_verbs,362,361,1,1,0,196,0.5429362880886427,71,213,138,112,0.6068376068376068,0.6553846153846153,0.6301775147928994,168,183,153,0.47863247863247865,0.5233644859813084,0.5
openai/gpt-oss-20b,1,context_pos,362,361,1,1,0,202,0.5595567867036011,71,219,132,108,0.6239316239316239,0.6697247706422018,0.6460176991150443,171,180,151,0.48717948717948717,0.531055900621118,0.5081723625557206
openai/gpt-oss-20b,1,additive_pos,362,361,1,1,0,193,0.5346260387811634,71,227,177,104,0.5618811881188119,0.6858006042296072,0.617687074829932,167,237,154,0.41336633663366334,0.5202492211838006,0.4606896551724138
openai/gpt-oss-20b,2,baseline,362,361,1,1,0,193,0.5346260387811634,73,205,135,127,0.6029411764705882,0.6174698795180723,0.6101190476190477,163,177,163,0.47941176470588237,0.5,0.4894894894894895
openai/gpt-oss-20b,2,additive_verbs,362,361,1,1,0,185,0.5124653739612188,73,219,183,116,0.5447761194029851,0.6537313432835821,0.5943012211668928,163,239,163,0.4054726368159204,0.5,0.4478021978021978
openai/gpt-oss-20b,2,all_verbs,362,361,1,1,0,194,0.5373961218836565,73,209,131,122,0.6147058823529412,0.6314199395770392,0.6229508196721312,167,173,160,0.49117647058823527,0.5107033639143731,0.5007496251874063
openai/gpt-oss-20b,2,context_pos,362,361,1,1,0,199,0.5512465373961218,73,214,126,119,0.6294117647058823,0.6426426426426426,0.6359583952451708,169,171,159,0.4970588235294118,0.5152439024390244,0.5059880239520959
openai/gpt-oss-20b,2,additive_pos,362,361,1,1,0,189,0.5235457063711911,73,220,165,116,0.5714285714285714,0.6547619047619048,0.6102635228848821,163,222,163,0.42337662337662335,0.5,0.45850914205344584
openai/gpt-oss-20b,3,baseline,362,362,0,0,0,200,0.5524861878453039,71,216,138,123,0.6101694915254238,0.6371681415929203,0.6233766233766234,169,185,162,0.4774011299435028,0.5105740181268882,0.49343065693430654
openai/gpt-oss-20b,3,additive_verbs,362,362,0,0,0,188,0.5193370165745856,71,230,186,111,0.5528846153846154,0.6744868035190615,0.607661822985469,169,247,162,0.40625,0.5105740181268882,0.4524765729585007
openai/gpt-oss-20b,3,all_verbs,362,362,0,0,0,199,0.5497237569060773,71,217,137,119,0.6129943502824858,0.6458333333333334,0.6289855072463768,168,186,158,0.4745762711864407,0.5153374233128835,0.49411764705882355
openai/gpt-oss-20b,3,context_pos,362,362,0,0,0,205,0.5662983425414365,71,223,131,114,0.6299435028248588,0.6617210682492581,0.6454413892908828,172,182,155,0.4858757062146893,0.5259938837920489,0.5051395007342144
openai/gpt-oss-20b,3,additive_pos,362,362,0,0,0,192,0.5303867403314917,71,232,166,109,0.5829145728643216,0.6803519061583577,0.6278755074424899,169,229,162,0.42462311557788945,0.5105740181268882,0.46364883401920437
openai/gpt-oss-20b,4,baseline,362,361,1,1,0,190,0.5263157894736842,70,204,141,128,0.591304347826087,0.6144578313253012,0.6026587887740029,161,184,165,0.4666666666666667,0.4938650306748466,0.4798807749627422
openai/gpt-oss-20b,4,additive_verbs,362,361,1,1,0,182,0.5041551246537396,70,219,182,114,0.5461346633416458,0.6576576576576577,0.5967302452316077,161,240,165,0.4014962593516209,0.4938650306748466,0.44291609353507566
openai/gpt-oss-20b,4,all_verbs,362,361,1,1,0,193,0.5346260387811634,70,209,136,120,0.6057971014492753,0.6352583586626139,0.6201780415430267,166,179,157,0.4811594202898551,0.5139318885448917,0.49700598802395207
openai/gpt-oss-20b,4,context_pos,362,361,1,1,0,198,0.5484764542936288,70,214,131,116,0.6202898550724638,0.6484848484848484,0.6340740740740741,169,176,155,0.48985507246376814,0.5216049382716049,0.5052316890881914
openai/gpt-oss-20b,4,additive_pos,362,361,1,1,0,185,0.5124653739612188,70,221,168,112,0.5681233933161953,0.6636636636636637,0.6121883656509696,161,228,165,0.4138817480719794,0.4938650306748466,0.45034965034965035
openai/gpt-oss-20b,5,baseline,362,362,0,0,0,199,0.5497237569060773,72,214,140,119,0.6045197740112994,0.6426426426426426,0.6229985443959243,165,189,161,0.4661016949152542,0.5061349693251533,0.4852941176470588
openai/gpt-oss-20b,5,additive_verbs,362,362,0,0,0,189,0.5220994475138122,72,228,191,109,0.5441527446300716,0.6765578635014837,0.6031746031746031,165,254,161,0.3937947494033413,0.5061349693251533,0.4429530201342282
openai/gpt-oss-20b,5,all_verbs,362,362,0,0,0,198,0.5469613259668509,72,214,140,118,0.6045197740112994,0.6445783132530121,0.6239067055393586,165,189,162,0.4661016949152542,0.5045871559633027,0.4845814977973568
openai/gpt-oss-20b,5,context_pos,362,362,0,0,0,203,0.5607734806629834,72,219,135,112,0.6186440677966102,0.6616314199395771,0.6394160583941606,168,186,158,0.4745762711864407,0.5153374233128835,0.49411764705882355
openai/gpt-oss-20b,5,additive_pos,362,362,0,0,0,193,0.5331491712707183,72,229,176,106,0.5654320987654321,0.6835820895522388,0.6189189189189189,165,240,161,0.4074074074074074,0.5061349693251533,0.45143638850889195
